"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,"IMUonly",,,
,,,,,,,,,,,,-2699460.9625,-4293286.4561,3855069.4526,
,,,,,,,,,,,,-2699460.6112,-4293286.8482,3855069.6457,
,,,,,,,,,,,,-2699460.5076,-4293287.2698,3855069.7811,
,,,,,,,,,,,,-2699460.461,-4293287.6281,3855069.6919,
,,,,,,,,,,,,-2699460.3438,-4293287.8706,3855069.463,
,,,,,,,,,,,,-2699460.2974,-4293288.0192,3855069.3493,
,,,,,,,,,,,,-2699460.1541,-4293288.0796,3855069.5873,
,,,,,,,,,,,,-2699459.8413,-4293288.0973,3855069.9882,
,,,,,,,,,,,,-2699459.5512,-4293288.1803,3855069.9762,
,,,,,,,,,,,,-2699459.3979,-4293288.436,3855069.5014,
,,,,,,,,,,,,-2699459.3729,-4293288.876,3855069.1141,
,,,,,,,,,,,,-2699459.3465,-4293289.4754,3855069.2577,
,,,,,,,,,,,,-2699459.2562,-4293290.1983,3855069.8066,
,,,,,,,,,,,,-2699459.1282,-4293290.9528,3855070.0191,
,,,,,,,,,,,,-2699459.0556,-4293291.5908,3855069.6836,
,,,,,,,,,,,,-2699459.1102,-4293292.0353,3855069.1813,
,,,,,,,,,,,,-2699459.0066,-4293291.7695,3855069.1001,
,,,,,,,,,,,,-2699458.9742,-4293291.6606,3855068.4052,
,,,,,,,,,,,,-2699459.0516,-4293291.6756,3855067.798,
,,,,,,,,,,,,-2699459.097,-4293291.6855,3855067.8998,
,,,,,,,,,,,,-2699458.9634,-4293291.5606,3855068.6144,
,,,,,,,,,,,,-2699458.6544,-4293291.2889,3855069.1136,
,,,,,,,,,,,,-2699458.3245,-4293290.9121,3855068.9544,
,,,,,,,,,,,,-2699458.1183,-4293290.4364,3855068.4043,
,,,,,,,,,,,,-2699458.0253,-4293289.9294,3855068.2644,
,,,,,,,,,,,,-2699457.9178,-4293289.5266,3855068.7158,
,,,,,,,,,,,,-2699457.7007,-4293289.2765,3855069.3019,
,,,,,,,,,,,,-2699457.4685,-4293289.1292,3855069.282,
,,,,,,,,,,,,-2699457.3889,-4293289.081,3855068.627,
,,,,,,,,,,,,-2699457.5045,-4293289.108,3855067.9331,
,,,,,,,,,,,,-2699457.6316,-4293289.0911,3855067.8579,
,,,,,,,,,,,,-2699457.5877,-4293288.9391,3855068.3258,
,,,,,,,,,,,,-2699457.3628,-4293288.6555,3855068.6638,
,,,,,,,,,,,,-2699457.129,-4293288.2554,3855068.4279,
,,,,,,,,,,,,-2699457.014,-4293287.7559,3855067.9016,
,,,,,,,,,,,,-2699457.0163,-4293287.2417,3855067.8449,
,,,,,,,,,,,,-2699457.0154,-4293286.6422,3855067.7378,
,,,,,,,,,,,,-2699457.002,-4293286.2956,3855067.6092,
,,,,,,,,,,,,-2699456.9816,-4293286.1756,3855067.6208,
,,,,,,,,,,,,-2699456.9664,-4293286.2522,3855067.7637,
,,,,,,,,,,,,-2699456.9666,-4293286.4243,3855067.907,
,,,,,,,,,,,,-2699456.9685,-4293286.468,3855067.8969,
,,,,,,,,,,,,-2699456.9587,-4293286.1943,3855067.7699,
,,,,,,,,,,,,-2699456.9311,-4293285.5969,3855067.6695,
,,,,,,,,,,,,-2699456.9002,-4293284.7108,3855067.7007,
,,,,,,,,,,,,-2699456.8797,-4293283.6213,3855067.7993,
,,,,,,,,,,,,-2699456.9471,-4293284.3207,3855067.6769,
,,,,,,,,,,,,-2699457.009,-4293284.8849,3855068.137,
,,,,,,,,,,,,-2699457.1719,-4293285.2723,3855068.6516,
,,,,,,,,,,,,-2699457.3814,-4293285.4878,3855068.4688,
,,,,,,,,,,,,-2699457.5036,-4293285.5598,3855067.707,
,,,,,,,,,,,,-2699457.4636,-4293285.5619,3855067.1294,
,,,,,,,,,,,,-2699457.4003,-4293285.6342,3855067.3305,
,,,,,,,,,,,,-2699457.4584,-4293285.8736,3855068.0064,
,,,,,,,,,,,,-2699457.6747,-4293286.3104,3855068.2092,
,,,,,,,,,,,,-2699457.894,-4293286.9309,3855067.6085,
,,,,,,,,,,,,-2699457.8453,-4293286.3722,3855068.6338,
,,,,,,,,,,,,-2699457.9125,-4293285.7992,3855068.7581,
,,,,,,,,,,,,-2699458.0007,-4293285.3171,3855067.9654,
,,,,,,,,,,,,-2699458.0321,-4293284.9772,3855067.1277,
,,,,,,,,,,,,-2699458.0411,-4293284.7828,3855067.131,
,,,,,,,,,,,,-2699458.1042,-4293284.7155,3855067.8327,
,,,,,,,,,,,,-2699458.225,-4293284.7376,3855068.3929,
,,,,,,,,,,,,-2699458.2905,-4293284.7482,3855068.1465,
,,,,,,,,,,,,-2699458.2015,-4293284.6677,3855067.3303,
,,,,,,,,,,,,-2699457.977,-4293284.4848,3855066.8982,
,,,,,,,,,,,,-2699457.6256,-4293284.106,3855066.5947,
,,,,,,,,,,,,-2699457.3758,-4293283.6406,3855066.0526,
,,,,,,,,,,,,-2699457.2034,-4293283.1949,3855066.0181,
,,,,,,,,,,,,-2699457.0156,-4293282.9165,3855066.5531,
,,,,,,,,,,,,-2699456.7893,-4293282.8387,3855067.0755,
,,,,,,,,,,,,-2699456.6435,-4293282.9004,3855066.9933,
,,,,,,,,,,,,-2699456.7073,-4293283.0429,3855066.423,
,,,,,,,,,,,,-2699456.9044,-4293283.1675,3855066.1016,
,,,,,,,,,,,,-2699457.0325,-4293283.1047,3855066.4265,
,,,,,,,,,,,,-2699456.9682,-4293282.7792,3855067.1344,
,,,,,,,,,,,,-2699457.2336,-4293282.8938,3855066.9559,
,,,,,,,,,,,,-2699457.2535,-4293283.0362,3855067.3241,
,,,,,,,,,,,,-2699456.9905,-4293283.1863,3855067.8467,
,,,,,,,,,,,,-2699456.7481,-4293283.3109,3855067.9385,
,,,,,,,,,,,,-2699456.8089,-4293283.3814,3855067.635,
,,,,,,,,,,,,-2699457.1399,-4293283.4007,3855067.4463,
,,,,,,,,,,,,-2699457.4502,-4293283.3839,3855067.7283,
,,,,,,,,,,,,-2699457.5418,-4293283.3443,3855068.2111,
,,,,,,,,,,,,-2699457.4959,-4293283.3091,3855068.3563,
,,,,,,,,,,,,-2699457.5986,-4293283.3187,3855068.0284,
,,,,,,,,,,,,-2699457.8033,-4293283.6103,3855067.3592,
,,,,,,,,,,,,-2699458.049,-4293284.1013,3855067.2106,
,,,,,,,,,,,,-2699458.1893,-4293284.7469,3855067.6474,
,,,,,,,,,,,,-2699458.1518,-4293285.4548,3855068.2019,
,,,,,,,,,,,,-2699458.0782,-4293286.0425,3855068.279,
,,,,,,,,,,,,-2699458.1061,-4293286.4057,3855067.9783,
,,,,,,,,,,,,-2699458.2422,-4293286.552,3855067.929,
,,,,,,,,,,,,-2699458.3422,-4293286.5155,3855068.3921,
,,,,,,,,,,,,-2699458.2738,-4293286.3537,3855068.9975,
,,,,,,,,,,,,-2699458.1099,-4293286.2106,3855069.0156,
,,,,,,,,,,,,-2699458.1981,-4293286.1792,3855069.6026,
,,,,,,,,,,,,-2699458.0872,-4293285.927,3855070.2659,
,,,,,,,,,,,,-2699457.9025,-4293285.4741,3855070.3479,
,,,,,,,,,,,,-2699457.8122,-4293284.8606,3855069.9132,
,,,,,,,,,,,,-2699457.8693,-4293284.1929,3855069.5324,
,,,,,,,,,,,,-2699457.9534,-4293283.6188,3855069.6254,
,,,,,,,,,,,,-2699457.9829,-4293283.2198,3855069.9847,
,,,,,,,,,,,,-2699458.0404,-4293282.9882,3855070.0046,
,,,,,,,,,,,,-2699458.2561,-4293282.9096,3855069.5107,
,,,,,,,,,,,,-2699458.635,-4293282.9285,3855068.9529,
,,,,,,,,,,,,-2699459.0252,-4293282.9095,3855068.9267,
,,,,,,,,,,,,-2699459.3075,-4293282.7309,3855069.3812,
,,,,,,,,,,,,-2699459.4706,-4293282.3734,3855069.7665,
,,,,,,,,,,,,-2699459.5943,-4293281.8423,3855069.6732,
,,,,,,,,,,,,-2699459.7432,-4293281.1629,3855069.2862,
,,,,,,,,,,,,-2699459.9087,-4293280.445,3855069.154,
,,,,,,,,,,,,-2699460.05,-4293279.8429,3855069.4811,
,,,,,,,,,,,,-2699460.1212,-4293279.4231,3855069.9931,
,,,,,,,,,,,,-2699460.2423,-4293279.1779,3855070.0846,
,,,,,,,,,,,,-2699460.5346,-4293279.0749,3855069.6313,
,,,,,,,,,,,,-2699460.0908,-4293279.1253,3855070.1343,
,,,,,,,,,,,,-2699459.7282,-4293279.2826,3855070.0818,
,,,,,,,,,,,,-2699459.5854,-4293279.6651,3855069.6025,
,,,,,,,,,,,,-2699459.5537,-4293280.2967,3855069.4539,
,,,,,,,,,,,,-2699459.4264,-4293281.1402,3855070.0114,
,,,,,,,,,,,,-2699459.1734,-4293282.1019,3855070.7895,
,,,,,,,,,,,,-2699458.9434,-4293283.0449,3855070.9527,
,,,,,,,,,,,,-2699458.8502,-4293283.8,3855070.5116,
,,,,,,,,,,,,-2699458.8911,-4293284.2986,3855070.0821,
,,,,,,,,,,,,-2699458.9483,-4293284.5648,3855070.2484,
,,,,,,,,,,,,-2699458.9726,-4293284.4666,3855069.7173,
,,,,,,,,,,,,-2699459.0579,-4293284.4455,3855069.487,
,,,,,,,,,,,,-2699459.0841,-4293284.3057,3855069.8473,
,,,,,,,,,,,,-2699458.9603,-4293283.9463,3855070.4348,
,,,,,,,,,,,,-2699458.7843,-4293283.3842,3855070.4808,
,,,,,,,,,,,,-2699458.7,-4293282.6721,3855069.8335,
,,,,,,,,,,,,-2699458.7285,-4293281.8782,3855069.0614,
,,,,,,,,,,,,-2699458.7609,-4293281.1789,3855068.8992,
,,,,,,,,,,,,-2699458.6912,-4293280.723,3855069.2848,
,,,,,,,,,,,,-2699458.5096,-4293280.5256,3855069.5872,
,,,,,,,,,,,,-2699458.9675,-4293280.5251,3855069.7098,
,,,,,,,,,,,,-2699459.2744,-4293280.5425,3855069.9728,
,,,,,,,,,,,,-2699459.427,-4293280.5584,3855070.0215,
,,,,,,,,,,,,-2699459.6862,-4293280.5477,3855069.7686,
,,,,,,,,,,,,-2699460.2732,-4293280.5006,3855069.428,
,,,,,,,,,,,,-2699460.9867,-4293280.4257,3855069.4051,
,,,,,,,,,,,,-2699461.4727,-4293280.3313,3855069.71,
,,,,,,,,,,,,-2699461.5655,-4293280.2306,3855070.0206,
,,,,,,,,,,,,-2699461.5838,-4293280.1448,3855069.9549,
,,,,,,,,,,,,-2699461.8555,-4293280.0918,3855069.6252,
,,,,,,,,,,,,-2699462.1217,-4293280.2683,3855069.3182,
,,,,,,,,,,,,-2699462.4029,-4293280.2998,3855069.7631,
,,,,,,,,,,,,-2699462.5849,-4293280.233,3855070.4864,
,,,,,,,,,,,,-2699462.69,-4293280.1854,3855070.6287,
,,,,,,,,,,,,-2699462.846,-4293280.325,3855070.0898,
,,,,,,,,,,,,-2699463.1578,-4293280.674,3855069.4343,
,,,,,,,,,,,,-2699463.5223,-4293281.1592,3855069.3701,
,,,,,,,,,,,,-2699463.7839,-4293281.7476,3855069.8496,
,,,,,,,,,,,,-2699463.8685,-4293282.3509,3855070.2618,
,,,,,,,,,,,,-2699463.9228,-4293282.8049,3855070.1398,
,,,,,,,,,,,,-2699463.6456,-4293282.7165,3855070.4973,
,,,,,,,,,,,,-2699463.2255,-4293282.7076,3855070.5335,
,,,,,,,,,,,,-2699462.9397,-4293282.7712,3855070.0565,
,,,,,,,,,,,,-2699462.9211,-4293282.891,3855069.4713,
,,,,,,,,,,,,-2699462.9757,-4293283.0168,3855069.3686,
,,,,,,,,,,,,-2699462.8114,-4293283.0905,3855069.7873,
,,,,,,,,,,,,-2699462.2747,-4293283.0915,3855070.2769,
,,,,,,,,,,,,-2699461.6223,-4293283.0195,3855070.3282,
,,,,,,,,,,,,-2699461.1101,-4293282.8826,3855069.9661,
,,,,,,,,,,,,-2699460.8346,-4293282.7061,3855069.6752,
,,,,,,,,,,,,-2699460.9588,-4293282.4712,3855069.5293,
,,,,,,,,,,,,-2699461.1615,-4293282.3323,3855069.0189,
,,,,,,,,,,,,-2699461.376,-4293282.2867,3855069.0858,
,,,,,,,,,,,,-2699461.5116,-4293282.3042,3855069.8996,
,,,,,,,,,,,,-2699461.4943,-4293282.3413,3855070.8659,
,,,,,,,,,,,,-2699461.4853,-4293282.3053,3855070.9977,
,,,,,,,,,,,,-2699461.6047,-4293282.1123,3855070.3292,
,,,,,,,,,,,,-2699461.9159,-4293281.7587,3855069.6527,
,,,,,,,,,,,,-2699462.2863,-4293281.2843,3855069.6928,
,,,,,,,,,,,,-2699462.6065,-4293280.7519,3855070.2361,
,,,,,,,,,,,,-2699462.8166,-4293281.505,3855070.0382,
,,,,,,,,,,,,-2699463.0313,-4293282.052,3855070.3247,
,,,,,,,,,,,,-2699463.3214,-4293282.3573,3855070.7329,
,,,,,,,,,,,,-2699463.6409,-4293282.455,3855070.6885,
,,,,,,,,,,,,-2699463.8609,-4293282.3949,3855070.2091,
,,,,,,,,,,,,-2699463.9514,-4293282.2644,3855069.8909,
,,,,,,,,,,,,-2699464.0315,-4293282.2065,3855070.1349,
,,,,,,,,,,,,-2699464.2379,-4293282.277,3855070.7573,
,,,,,,,,,,,,-2699464.5509,-4293282.4788,3855070.9472,
,,,,,,,,,,,,-2699464.8587,-4293282.7998,3855070.4777,
,,,,,,,,,,,,-2699464.601,-4293282.3525,3855069.8845,
,,,,,,,,,,,,-2699464.3655,-4293281.9301,3855069.8041,
,,,,,,,,,,,,-2699464.0647,-4293281.6286,3855070.1674,
,,,,,,,,,,,,-2699463.6713,-4293281.4784,3855070.3768,
,,,,,,,,,,,,-2699463.2815,-4293281.4661,3855070.0091,
,,,,,,,,,,,,-2699462.9822,-4293281.5665,3855069.3889,
,,,,,,,,,,,,-2699462.7655,-4293281.68,3855069.2472,
,,,,,,,,,,,,-2699462.5299,-4293281.6654,3855069.7527,
,,,,,,,,,,,,-2699462.1868,-4293281.4783,3855070.4854,
,,,,,,,,,,,,-2699461.8298,-4293281.1339,3855070.7304,
,,,,,,,,,,,,-2699462.085,-4293281.6009,3855071.0898,
,,,,,,,,,,,,-2699462.1717,-4293282.0958,3855071.5826,
,,,,,,,,,,,,-2699462.1963,-4293282.4523,3855071.7056,
,,,,,,,,,,,,-2699462.2896,-4293282.5826,3855071.5099,
,,,,,,,,,,,,-2699462.4321,-4293282.4761,3855071.6347,
,,,,,,,,,,,,-2699462.5733,-4293282.1423,3855072.3015,
,,,,,,,,,,,,-2699462.6222,-4293281.6699,3855073.0947,
,,,,,,,,,,,,-2699462.6982,-4293281.2089,3855073.1777,
,,,,,,,,,,,,-2699462.8871,-4293280.8776,3855072.4963,
,,,,,,,,,,,,-2699463.2451,-4293280.7106,3855071.6464,
,,,,,,,,,,,,-2699462.8788,-4293280.7094,3855071.8329,
,,,,,,,,,,,,-2699462.6636,-4293280.6316,3855071.3441,
,,,,,,,,,,,,-2699462.6353,-4293280.5759,3855070.7967,
,,,,,,,,,,,,-2699462.6309,-4293280.6592,3855070.7797,
,,,,,,,,,,,,-2699462.4949,-4293280.9271,3855071.1343,
,,,,,,,,,,,,-2699462.2546,-4293281.3518,3855071.1957,
,,,,,,,,,,,,-2699462.0271,-4293281.8463,3855070.7782,
,,,,,,,,,,,,-2699461.885,-4293282.3187,3855070.3811,
,,,,,,,,,,,,-2699461.7499,-4293282.6287,3855070.5985,
,,,,,,,,,,,,-2699461.579,-4293282.6954,3855071.1929,
,,,,,,,,,,,,-2699461.7269,-4293282.5234,3855071.3078,
,,,,,,,,,,,,-2699461.8146,-4293282.1832,3855070.9348,
,,,,,,,,,,,,-2699461.8769,-4293281.7865,3855070.4224,
,,,,,,,,,,,,-2699462.005,-4293281.5038,3855070.232,
,,,,,,,,,,,,-2699462.1962,-4293281.4554,3855070.3407,
,,,,,,,,,,,,-2699462.369,-4293281.5931,3855070.3136,
,,,,,,,,,,,,-2699462.4594,-4293281.8345,3855069.9451,
,,,,,,,,,,,,-2699462.4905,-4293282.0924,3855069.528,
,,,,,,,,,,,,-2699462.5668,-4293282.2152,3855069.4722,
,,,,,,,,,,,,-2699462.7299,-4293282.0717,3855069.7861,
,,,,,,,,,,,,-2699463.0001,-4293282.3701,3855069.3552,
,,,,,,,,,,,,-2699463.2261,-4293282.784,3855069.4533,
,,,,,,,,,,,,-2699463.3626,-4293283.2306,3855069.9294,
,,,,,,,,,,,,-2699463.4155,-4293283.6082,3855070.1345,
,,,,,,,,,,,,-2699463.4826,-4293283.7791,3855069.94,
,,,,,,,,,,,,-2699463.5721,-4293283.7321,3855069.7405,
,,,,,,,,,,,,-2699463.6107,-4293283.5082,3855069.9974,
,,,,,,,,,,,,-2699463.5496,-4293283.1773,3855070.4913,
,,,,,,,,,,,,-2699463.4629,-4293282.8035,3855070.5634,
,,,,,,,,,,,,-2699463.4804,-4293282.5369,3855070.0431,
,,,,,,,,,,,,-2699463.1548,-4293282.5589,3855069.4445,
,,,,,,,,,,,,-2699462.7491,-4293282.5334,3855069.3273,
,,,,,,,,,,,,-2699462.4947,-4293282.4649,3855069.7361,
,,,,,,,,,,,,-2699462.4059,-4293282.3622,3855070.2377,
,,,,,,,,,,,,-2699462.2866,-4293282.2545,3855070.3385,
,,,,,,,,,,,,-2699461.9469,-4293282.1718,3855070.112,
,,,,,,,,,,,,-2699461.3598,-4293282.122,3855070.0312,
,,,,,,,,,,,,-2699460.6927,-4293282.1103,3855070.3683,
,,,,,,,,,,,,-2699460.0507,-4293282.1419,3855070.84,
,,,,,,,,,,,,-2699459.4978,-4293282.2024,3855070.9355,
,,,,,,,,,,,,-2699460.0902,-4293282.1517,3855071.3902,
,,,,,,,,,,,,-2699460.8326,-4293282.1108,3855071.9814,
,,,,,,,,,,,,-2699461.6887,-4293282.0835,3855072.1675,
,,,,,,,,,,,,-2699462.508,-4293282.0788,3855071.9094,
,,,,,,,,,,,,-2699463.1327,-4293282.0911,3855071.7249,
,,,,,,,,,,,,-2699463.6504,-4293282.1045,3855071.9625,
,,,,,,,,,,,,-2699464.1565,-4293282.1068,3855072.3762,
,,,,,,,,,,,,-2699464.6117,-4293282.101,3855072.3419,
,,,,,,,,,,,,-2699464.8729,-4293282.0899,3855071.7804,
,,,,,,,,,,,,-2699464.8952,-4293282.0852,3855071.2272,
,,,,,,,,,,,,-2699464.8819,-4293282.0315,3855071.1514,
,,,,,,,,,,,,-2699464.8107,-4293281.8709,3855070.3747,
,,,,,,,,,,,,-2699464.6671,-4293281.6149,3855069.9761,
,,,,,,,,,,,,-2699464.5355,-4293281.2961,3855070.5568,
,,,,,,,,,,,,-2699464.4414,-4293280.9534,3855071.5041,
,,,,,,,,,,,,-2699464.3809,-4293280.6361,3855071.7019,
,,,,,,,,,,,,-2699464.2868,-4293280.4092,3855071.0715,
,,,,,,,,,,,,-2699464.1492,-4293280.2888,3855070.4753,
,,,,,,,,,,,,-2699464.0096,-4293280.2478,3855070.7661,
,,,,,,,,,,,,-2699463.9391,-4293280.2669,3855071.7244,
,,,,,,,,,,,,-2699463.9227,-4293280.3496,3855071.2981,
,,,,,,,,,,,,-2699463.8632,-4293280.3603,3855071.4534,
,,,,,,,,,,,,-2699463.6277,-4293280.2109,3855071.9724,
,,,,,,,,,,,,-2699463.2488,-4293279.9194,3855072.1133,
,,,,,,,,,,,,-2699462.8972,-4293279.4996,3855071.6296,
,,,,,,,,,,,,-2699462.6377,-4293278.9716,3855070.9482,
,,,,,,,,,,,,-2699462.4302,-4293278.3953,3855070.8086,
,,,,,,,,,,,,-2699462.149,-4293277.8896,3855071.2199,
,,,,,,,,,,,,-2699461.7832,-4293277.4574,3855071.5392,
,,,,,,,,,,,,-2699461.424,-4293277.0894,3855071.2322,
,,,,,,,,,,,,-2699461.7622,-4293277.4557,3855071.1399,
,,,,,,,,,,,,-2699462.0054,-4293277.7352,3855071.0977,
,,,,,,,,,,,,-2699462.2852,-4293278.0812,3855071.1384,
,,,,,,,,,,,,-2699462.6574,-4293278.5273,3855071.2055,
,,,,,,,,,,,,-2699463.021,-4293279.0551,3855071.2006,
,,,,,,,,,,,,-2699463.2538,-4293279.6876,3855071.1156,
,,,,,,,,,,,,-2699463.3418,-4293280.4385,3855071.0319,
,,,,,,,,,,,,-2699463.4205,-4293281.1694,3855071.0382,
,,,,,,,,,,,,-2699463.5964,-4293281.7569,3855071.1015,
,,,,,,,,,,,,-2699463.837,-4293282.1785,3855071.1122,
,,,,,,,,,,,,-2699463.8533,-4293281.9213,3855071.4329,
,,,,,,,,,,,,-2699463.8506,-4293281.9041,3855071.8348,
,,,,,,,,,,,,-2699463.8419,-4293281.9809,3855071.9209,
,,,,,,,,,,,,-2699463.854,-4293281.9255,3855071.6308,
,,,,,,,,,,,,-2699463.8937,-4293281.6049,3855071.2432,
,,,,,,,,,,,,-2699463.9425,-4293280.9578,3855071.1487,
,,,,,,,,,,,,-2699463.9778,-4293279.9931,3855071.3776,
,,,,,,,,,,,,-2699463.9908,-4293278.842,3855071.68,
,,,,,,,,,,,,-2699463.9997,-4293277.7054,3855071.7037,
,,,,,,,,,,,,-2699464.0203,-4293276.7948,3855071.4819,
,,,,,,,,,,,,-2699463.7475,-4293276.3806,3855071.888,
,,,,,,,,,,,,-2699463.4162,-4293276.1817,3855071.7929,
,,,,,,,,,,,,-2699463.1042,-4293276.1372,3855071.385,
,,,,,,,,,,,,-2699462.8296,-4293276.1467,3855071.2809,
,,,,,,,,,,,,-2699462.5239,-4293276.0565,3855071.6533,
,,,,,,,,,,,,-2699462.1371,-4293275.758,3855072.2533,
,,,,,,,,,,,,-2699461.7372,-4293275.2459,3855072.3476,
,,,,,,,,,,,,-2699461.4404,-4293274.5712,3855071.8499,
,,,,,,,,,,,,-2699461.2676,-4293273.813,3855071.1901,
,,,,,,,,,,,,-2699461.1087,-4293273.0859,3855071.0935,
,,,,,,,,,,,,-2699460.8758,-4293272.5458,3855071.4519,
,,,,,,,,,,,,-2699460.5454,-4293272.2255,3855071.6755,
,,,,,,,,,,,,-2699460.2011,-4293272.08,3855071.3376,
,,,,,,,,,,,,-2699459.8912,-4293272.0426,3855070.7909,
,,,,,,,,,,,,-2699459.6332,-4293272.0322,3855070.7244,
,,,,,,,,,,,,-2699459.3714,-4293271.8798,3855071.2506,
,,,,,,,,,,,,-2699459.0308,-4293271.5102,3855071.9417,
,,,,,,,,,,,,-2699458.6731,-4293270.9401,3855072.1002,
,,,,,,,,,,,,-2699458.3819,-4293270.2349,3855071.7163,
,,,,,,,,,,,,-2699458.2319,-4293269.4744,3855071.2793,
,,,,,,,,,,,,-2699458.3388,-4293270.1268,3855071.2969,
,,,,,,,,,,,,-2699458.4882,-4293270.5351,3855071.0384,
,,,,,,,,,,,,-2699458.668,-4293270.6948,3855071.1263,
,,,,,,,,,,,,-2699458.8151,-4293270.6657,3855071.7051,
,,,,,,,,,,,,-2699458.9111,-4293270.5254,3855072.3799,
,,,,,,,,,,,,-2699459.0747,-4293270.4169,3855072.4312,
,,,,,,,,,,,,-2699459.3676,-4293270.5191,3855071.9244,
,,,,,,,,,,,,-2699459.7931,-4293270.8658,3855071.3788,
,,,,,,,,,,,,-2699460.2051,-4293271.419,3855071.4171,
,,,,,,,,,,,,-2699460.5069,-4293272.1002,3855071.8956,
,,,,,,,,,,,,-2699460.8455,-4293271.4857,3855071.8754,
,,,,,,,,,,,,-2699461.1657,-4293270.9969,3855071.898,
,,,,,,,,,,,,-2699461.6102,-4293270.7231,3855071.9381,
,,,,,,,,,,,,-2699462.0579,-4293270.6635,3855071.9357,
,,,,,,,,,,,,-2699462.2902,-4293270.7452,3855071.882,
,,,,,,,,,,,,-2699462.2711,-4293270.8908,3855071.8235,
,,,,,,,,,,,,-2699462.2883,-4293270.952,3855071.8192,
,,,,,,,,,,,,-2699462.6095,-4293270.7841,3855071.8627,
,,,,,,,,,,,,-2699463.294,-4293270.3391,3855071.9024,
,,,,,,,,,,,,-2699464.0435,-4293269.667,3855071.8958,
,,,,,,,,,,,,-2699464.3166,-4293270.6153,3855072.4477,
,,,,,,,,,,,,-2699464.4338,-4293271.5825,3855072.777,
,,,,,,,,,,,,-2699464.5264,-4293272.4074,3855072.5419,
,,,,,,,,,,,,-2699464.7131,-4293272.9816,3855072.0156,
,,,,,,,,,,,,-2699464.9577,-4293273.3079,3855071.9331,
,,,,,,,,,,,,-2699465.1454,-4293273.4242,3855072.4654,
,,,,,,,,,,,,-2699465.2176,-4293273.4195,3855073.1769,
,,,,,,,,,,,,-2699465.3331,-4293273.4203,3855073.3046,
,,,,,,,,,,,,-2699465.623,-4293273.5499,3855072.7791,
,,,,,,,,,,,,-2699466.145,-4293273.8229,3855072.0503,
,,,,,,,,,,,,-2699466.6964,-4293274.2105,3855071.8694,
,,,,,,,,,,,,-2699467.1734,-4293274.6273,3855072.2736,
,,,,,,,,,,,,-2699467.5376,-4293274.9221,3855072.8134,
,,,,,,,,,,,,-2699467.9352,-4293274.9398,3855072.7918,
,,,,,,,,,,,,-2699468.3552,-4293274.6422,3855072.2866,
,,,,,,,,,,,,-2699468.7518,-4293274.1029,3855071.9393,
,,,,,,,,,,,,-2699469.0329,-4293273.4302,3855072.2434,
,,,,,,,,,,,,-2699469.2691,-4293272.7971,3855072.8547,
,,,,,,,,,,,,-2699469.5375,-4293272.4058,3855073.0261,
,,,,,,,,,,,,-2699469.8903,-4293272.3743,3855072.6604,
,,,,,,,,,,,,-2699470.2076,-4293272.5791,3855072.9894,
,,,,,,,,,,,,-2699470.5105,-4293272.9391,3855072.4408,
,,,,,,,,,,,,-2699470.757,-4293273.3403,3855071.3824,
,,,,,,,,,,,,-2699470.9374,-4293273.6557,3855070.8054,
,,,,,,,,,,,,-2699471.1005,-4293273.761,3855070.9193,
,,,,,,,,,,,,-2699471.3314,-4293273.6638,3855071.0599,
,,,,,,,,,,,,-2699471.6212,-4293273.4319,3855070.6036,
,,,,,,,,,,,,-2699471.9193,-4293273.1566,3855069.8371,
,,,,,,,,,,,,-2699472.1675,-4293272.9219,3855069.6489,
,,,,,,,,,,,,-2699472.4035,-4293272.8588,3855070.2058,
,,,,,,,,,,,,-2699472.1323,-4293272.6868,3855069.4237,
,,,,,,,,,,,,-2699471.8613,-4293272.3189,3855069.408,
,,,,,,,,,,,,-2699471.6468,-4293271.8137,3855070.1982,
,,,,,,,,,,,,-2699471.5006,-4293271.2306,3855071.1362,
,,,,,,,,,,,,-2699471.3549,-4293270.6913,3855071.2699,
,,,,,,,,,,,,-2699471.1654,-4293270.3337,3855070.6959,
,,,,,,,,,,,,-2699470.9164,-4293270.1624,3855070.1845,
,,,,,,,,,,,,-2699470.6812,-4293270.1389,3855070.393,
,,,,,,,,,,,,-2699470.5045,-4293270.2146,3855070.9215,
,,,,,,,,,,,,-2699470.386,-4293270.2889,3855070.9122,
,,,,,,,,,,,,-2699470.2395,-4293270.175,3855071.4839,
,,,,,,,,,,,,-2699470.1174,-4293269.7733,3855072.1489,
,,,,,,,,,,,,-2699470.2038,-4293269.1159,3855072.2068,
,,,,,,,,,,,,-2699470.618,-4293268.2773,3855071.69,
,,,,,,,,,,,,-2699471.2666,-4293267.3582,3855071.1207,
,,,,,,,,,,,,-2699471.8567,-4293266.5241,3855071.0642,
,,,,,,,,,,,,-2699472.2424,-4293265.9325,3855071.4067,
,,,,,,,,,,,,-2699472.4185,-4293265.5825,3855071.6488,
,,,,,,,,,,,,-2699472.5408,-4293265.4084,3855071.5126,
,,,,,,,,,,,,-2699472.6744,-4293265.3437,3855071.2197,
,,,,,,,,,,,,-2699472.4949,-4293265.4341,3855071.2041,
,,,,,,,,,,,,-2699472.3449,-4293265.7582,3855070.8452,
,,,,,,,,,,,,-2699472.3129,-4293266.3473,3855070.4382,
,,,,,,,,,,,,-2699472.3444,-4293267.1432,3855070.479,
